,Text
2263,Máy chạy nhanh ổn định tuy nhiên máy vẫn còn một số lỗi hk đáng kể chạy nhưng tác vụ nặng thì máy hơi chậm và đứng hình không đáng kể nếu nâng cấp ram và SSD lên thì máy chạy tuyệt vời
2264,Hiệu năng của máy rất tốt nhưng pin hơi yếu
2266,Một thời mê laptop gaming
2267,Máy mua 1 tháng dùng rất hay tự động mất wifi . Máy nhanh nóng phải bật chế độ tản nhiệt công xuất max liên tục rất ồn và hao điện . Bàn phím bấm mới 1 tháng mà đã tróc sơn
2275,Chạy rất mượt và nhạy nhưng vẫn ko biết nút đổ ở dưới máy có tác dụng j nên còn hơi sợ :)))
2276,Sản phẩm rất tốt nhân viên nhiệt tình
2280,Trải nghiệm rất tốt
2281,"Chào chị, cám ơn chị đã tin dùng sản phẩm bên em, rất mong sẽ được phục vụ cho chị những lần sau tiếp nữa ạ."
2284,"Tới thời điểm hiện tại thì máy vẫn chạy khá mượt, đồ họa và âm thanh đều rất tốt"
2288,"Nhân viên tận tình, nhiều quà tặng"
2289,"Mượt mà, khởi động nhanh, chưa thấy lỗi gì, cảm ứng gương mặt rất nhanh"
2290,Mắc hơn fpt
2291,"Tổng thể máy rất đẹp, thiết kế và độ hoàn thiện rất sắc nét. Sau một thời gian dài sử dụng cảm thấy máy vẫn mượt mà như lúc mới mua. Điểm trừ ở dòng máy này là rất dễ bị trầy xướt"
2292,Sản phẩm rất tốt nhân viên nhiệt tình luôn ủng hộ tgdd mỗi khi mua sắm
2296,Rất nhẹ và rất OK
2297,"đèn viền không sáng, có phải bị cháy rồi không ạ"
2298,Máy dùng rất tốt ạ
2299,"Máy mạnh. 
Nhưng không biết do tấm nền LCD hay do mình xui mà vừa mua đã hở sáng như này. 
Rồi lên trang asus để đăng ký sản phẩm thì bị báo là sản phẩm đã được đăng ký rồi."
2301,Hay bị lỗi về phần mềm quá (phần mềm của máy)
2303,Sản phẩm nhẹ và rất OK nhé.
2304,"Máy asus đa số bị màn hình vầy, chấp nhận thôi bạn. Xưa mình xài con TUF504 cũng bị, bảo hành 2 lần cũng như ko"
2305,Hay bị lỗi vặt
2307,"Sản phẩm đẹp , xài tốt"
2314,"Nhiều lỗi lặt vặt, lên bảo hành thì nhân viên nói là bình thường, chỉ bình thường vài lúc thôi, khi dùng thì lâu lâu vẫn lỗi, rất rất khó chịu"
2315,Máy nhẹ và nhanh
2316,"Máy dùng tốt, tốc độ nhanh miễn chê"
2318,"Máy nhẹ, chạy êm. Hơi nóng nhưng ko ảnh hưởng tốc độ. Ổn sau gần 10 ngày sử dụng"
2319,"Hiện giờ sài vẫn ngon  , chờ lâu dài xem sao. Màn hình 2k nên nét xem film đã. Máy mỏng nhẹ nữ sài ok"
2320,Khỏi động máy nhanh
2327,Chào anh. Dạ không biết em có thể hỗ trợ thông tin gì cho anh ạ. Mong nhận được phản hồi từ anh.
2329,Bn cứ đến chỗ mua bảo người ta up rap cho
2330,Nv phục vụ tận tâm
2331,Chât luong vừa ý
2332,Mình vừa mua em GF63 11UD nay muooan nâng ram thì có ảnh hưởng đến bản hành k ạ
2333,Con này card rời mà bn dùng nviadia srtting cái card là của máy đó
2334,Máy chạy thanh công cụ rất chậm chờ đợi lâu
2335,Mới dùng chưa đủ chải nghiêm
2338,"Chào anh, dạ anh cần em hỗ trợ gì cho anh ạ."
2340,máy sài ổn cho đến lúc này máy k quá nóng trãi nghiệm game ch được tốt
2341,"Sản phẩm dùng rất chán, pin sụt rất nhanh. Mới mua được 1 tháng mà pin chỉ dùng được gần 2 tiếng. Mà công việc bận quá ko đi bảo hành được. Nay tầm 3, 4 tháng sử dụng gì đó mà pin chỉ được tầm 1 tiếng. Máy ko chạy phần mềm đồ hoạ gì mà khởi động rất lâu, chậm. Sản phẩm ko đáng tiền."
2343,"Dell xài tốt lắm,cảm ơn đã hỗ trơ nha đmx"
2348,Cảm ơn quý khách đã tin yêu và sử dụng sản phẩm và dịch vụ của DMX/TGDD ạ
2350,"mình mua con này đc khoảng 2 tháng rồi, dùng máy đáp ứng tốt các nhiệm vụ cơ bản hằng ngày."
2352,"Sau gần một tháng sử dụng máy không vào được các ứng dụng. Cũng không biết tại sao nữa. Word , excel ,... Không ứng dụng nào xài được. Cứ bị như vậy"
2356,"Mượt, nhẹ, đẹp"
2361,Đến thời điểm này là ngon
2362,hàng tốt pin oke ! hàng oke dùng ổn nhanh mà ! mua đợt giảm giá nên quất ngay ! mn nên tranh thủ mua đi
2363,"Kính macbook có dễ bị bể như thế không? Mình sử dụng chưa từng đóng máy khi chưa vệ sinh máy sau khi sử dụng hết, nhưng hôm nay đi dán lại máy thì thấy như thế này không biết do nguyên nhân gì hay là do nv...😓 phải nói là rất xót, máy dùng rất kỹ từ trước đến giờ. Buồn thật sự!

Máy rất mạnh phù hợp với sinh viên kinh tế, chỉ làm pages number và keynote và lướt web xem phim từ safari này kia thôi.

Máy mình dùng kỷ nhưng khi thấy có một vết như này thì rất là khó chịu một chiếc máy mua từ tháng 9 đến giờ vẫn còn rất tốt ngoại hình vẫn 100 trừ cái kính bị cái gì đó mà mẻ hết một góc như thế kia 😮‍💨 hơizzz

Thắc mắc* nếu bị bể như thế kia thì vật gì có thể làm bể đến cả kính mà tận trong góc đó? Mà miếng cao su lại cao hơn màn hình! 
Nhân viên lấy gì để lấy miếng dán cũ ra? 
(Lời khuyên sau khi trải qua là đừng dán màn hình laptop mặc dù là biết là giữ máy nhưng bạn chẳng biết họ đã làm gì với cái màn hình đó) 
Xót😓"
2364,Máy chính hãnh. Fullbox.
2365,"Máy xài ổn mượt, nhân viên tư vấn nhiệt tình."
2366,Máy chạy mượt rất tốt
2368,"Đến thời điểm này máy chạy vẫn rất tốt. Có điều khi mình gọi facetime/ messenger đồng thời muốn thao tác vụ khác như nhắn tin thì cái facetime lại bị mất, tuy vẫn hoạt động nhưng tiếc là mình ko thấy được interface của facetime đó. Làm ơn hướng dẫn khắc phục."
2369,sản phẩm ok
2370,"Sản phẩm tốt, nhân viên giao hàng nhiệt tình"
2371,"Sản phẩm tốt, dịch vụ tuyệt vời"
2372,"Sau hơn 1 tháng sử dụng học tập online lướt web fb giải trí v.v thì em nó đã đáp ứng hết các nhu cầu. Phải nói máy rất đẹp, mỏng nhẹ sử dụng rất thích."
2373,"Máy đẹp
Sử dụng im"
2375,Lỗi bàn phím
2376,"Tốt, đẹp , nên mua"
2378,máy sài rất tốt
2379,Macbook cũ mà ngon như mới. Ram ít mà chạy còn nhanh hơn máy window ram nhiều.
2380,"Rất thích cách các bạn nhân viên phục vụ, rất chu đáo."
2381,"mac rất mượt , anh nhân viên đẹp trai xĩu ạk , nên mua nke mng oi"
2382,Ngon. Cám ơn các bạn đã phục vụ nhiệt tình
2383,"Ổn áp , chạy mượt,k ồn . Mỏng nhẹ đẹp và sang"
2385,"Chuyển từ Windows sang MacOS nên mất 2 tuần để có thể làm quen. Tuy nhiên trải nghiệm trên Macbook là tuyệt vời ở những điểm sau: 
1. Màn hình 2k tuyệt vời
2. Pin siêu trâu
3. Chạy các ứng dụng văn phòng siêu mượt mà
4. Nhẹ, đẹp, mang vác di chuyển cực kỳ tiện lợi và sang.

Điểm trừ: Cài các ứng dụng ko bản quyền rất khó, đặc  biệt với các bạn đang quen với máy tính Wins như mình.

Mua hàng ở TGDĐ 5 năm nay rồi, mình luôn có trải nghiệm mua hàng tuyệt vời với nhân viên của TGDĐ. Các bạn có thể mua online để có giá tốt hơn."
2386,Máy rất mượt
2388,"Sản phẩm chạy văn phòng rất nhanh, mượt"
2390,Máy khá tốt mà nhân viên dán màn hình chậm quá còn ghẹo khách hàng nữa 🥲🥲
2391,"Với mình quan trọng nhất là pin dùng được lâu vì thì máy đáp ứng tốt tiêu chí này. Ngoài ra nhiệt độ máy quá ấn tượng, máy không có khe quạt tản nhiệt nên dùng rất êm mà lại không nóng, có thể để máy ở trên bề mặt nào cũng được kể cả chăn nệm"
2392,"Ram hơi yếu, tôi đang trả góp có thể đổi máy 16gb ko?"
2393,"Nhân viên tư vấn, hỗ trợ cài máy rất tận tình"
2394,Em có cái macbook bị lỗi wifi ko bật được là vì sao ạ mong phản hồi
2397,"Sử dụng mượt ,"
2398,Máy rất đẹp
2399,"Mất một chút thời gian để làm quen vì chuyển từ Windows sang. Tuy nhiên, phải nói là nó ngon thật sự, đáng tiền hơn hẳn những máy khác trong tầm giá. Cổng thunderbolt của nó thậm chí còn sạc nhanh cho iphone được. Điểm yếu là ít cổng kết nối quá nhưng mình cũng không quá cần thiết :D"
2403,"Mới lấy máy ngày 14/3/2022 tại số 280 QL1A, phường Tam Quan, thị xã Hoài Nhơn, tỉnh Bình Định. Nhân viên nhiệt tình, trên cả tuyệt vời. Còn về máy thì để sử dụng 1 thời gian rồi mới đánh giá được."
2405,Nhưng không được khuyến mại kèm  thêm sản phẩm gì cả
2406,"Mạnh mẽ, mượt mà. Mình mua thay thế cho con Air cũ. Chip M1 đáp ứng nhu cầu sử dụng của mình rất tốt."
2409,"máy đẹp, mượt, đáng mua trong phân khúc"
2413,"Nhân viên nhiệt tình, phục vụ rất tốt 👍 máy cũng rất ok"
2414,Sản phẩm tuyệt vời. Tôi sẽ giới thiệu bạn bè mua hàng tại điện máy xanh. Nhân viên hỗ trợ quá tốt và nhiệt tình.
2415,các ứng dụng mình tải như nào vậy bạn? mình cũng đang nghiên cứu mua nhưng ai cũng bảo ungs dụng khó dùng
2416,"Máy đang dùng bị lỗi tự nhiên hư màn hình, đi bảo hành thấy dịch vụ rất tốt, bộ phận chăm khóc khách hàng rất chu đáo ạ. Rất yên tâm khi mua hàng tại ĐMX và TGDĐ"
2417,"Hiệu năng sử dụng mạnh mẽ , cấu hình ổn, mỏng nhẹ, nhỏ gọn thích hợp để di chuyển với công việc của mình, chế độ bảo hành tốt , nhân viên thân thiện , nhiệt tình ."
2419,Đc lắm luôn :]]
2420,Dòng này chỉ mua về xem chơi thôi chứ trong cv k làm dc cái j cả.mình mua con này về lại phải đầu tư 1 con nữa cho công việc
2423,Pin trâu quá tr 😂😂
2424,"Máy sài ngon, pin trâu, màn đẹp, gọn nhẹ sang trọng. Nhưng đang dùng ko rơi vỡ, ko va đập, tự nhiên cái sập màn đen thui. Hư màn ko rõ nguyên nhân, chưa kịp đi bảo hành. Cho 1 sao, máy mới mua 9 tháng nhưng sài rất ít, mới sạc hơn 40 lần"
2426,Vụ này có vẻ quan trọng mà ko ai ý kiến nè. Cũng may có ô bạn review vấn đề này. Cảm ơn
2428,Sao được giảm thêm vậy a ơi
2429,cho em hỏi máy này dễ dùng ko ạ
2430,Air này đời nào chứ phải air m1 2020 đâu
2431,"n boot ram vào app cho n chạy mượt đó, nên tìm hiểu trước khi cmt!"
2432,sao anh được giảm thêm vậy ạ?
2433,"=))) làm ẩu , tốn thời gian chờ đổi máy , bực mình tốn tiền chứ kh được gì , so tệ :))))"
2434,Anh mua lúc được giãn giá là bao nhiêu tiền vạy
2435,"Máy tốt, nhanh, pin trâu, rất thích hợp cho học tập và làm việc, đáp ứng mọi tác vụ cơ bản."
2436,đọc bình luận của bn mà mik thấy mik hên vkl:)) Mik cx xài Macbook Air M1 này mà chưa bị nứt màn hình mặc dù mik từng lm rơi từ trên bàn xuống đất
2437,"sao bình luận của mình k được hiện thị vậy, bác mất phí bao nhiêu ạ. giờ mình muốn mua cũng k biết mua ở đâu. hic. sắp 2 tháng mất rùi"
2438,"Hôm nay may mắn được giảm thêm 550k nữa, giá về tay 25.445.000đ. Rất hài lòng với tầm giá chính hãng, gọn, nhẹ, đẹp. Cty giao hàng nhanh,"
2439,máy có khe sim 4g không vậy ??
2441,"Không biết cách úp hình lên : "" This Apple ID has not yet been used with the App Store"""
2444,"Bây giờ bạn đã được bảo hành chưa ạ, vì mình cũng định mua"
2446,Bạn mua máy được sao hay vậy? Chỉ mình với... Mình mua mà không hỗ trợ chuyển về tỉnh là sao ta
2447,máy khi đăng nhập icloud có cần mã xác minh ko
2448,ở CT còn M12020 k ạ
2450,mình mới mua sản phârm này được 2 ngày. bật máy lên chưa sử dungj ứng dụng gì cũng bị đầy 8gb ram. ko biết đây có phải lỗi ko?
2451,máy m1 dùng ổn ko a
2452,"Hàng tốt lắm, mỏng nhẹ và rất đẹp.
Mua ở Tggd Hướng Hoá nhân viên ở đây tuyệt vời, các bạn làm tốt lắm.
Mình sẽ giới thiệu để bạn bè người thân đến đây mua hàng"
2454,"Vừa mua thì hôm sau giảm giá, tức quá trời"
2455,"ông có nghe bài nhạc thôi cũng vậy, mac là thế mà"
2456,"Máy mình mua được 7 tháng rồi cũng bị vậy, nhà mình xa cửa hàng nên cũng ngại đem máy đi"
2458,"Máy mở lên tự nhiên bị nứt màn , đọc đánh giá và trên mấy trang mạng thì có nhiều người cũng bị giống , không biết có được bảo bành hay hỗ trợ tiền không , mong được giải đáp ạ"
2460,"Máy mình mới mua 2 ngày mà không đăng nhập được App Store, nhờ kỹ thuật hướng dẫn mình với, ID App thì đăng nhập bình thường."
2461,Khách hàng thân thiết hay dùng mã gì mà giảm thêm đó bạn ơi @trần ninh
2462,Mình kh được BH vì bên TTBH kh chấp nhận BH lỗi này ạ. Phí thay màn hình gần 10tr ạ. Mình đã thay màn rồi và hơn 1 tháng thì máy chuyển về ạ.
2463,"Nhờ hỗ trợ cài giả lập Android trên Big Sur 11.1.
Tôi cài toàn bị lỗi, không thể mở lên được ạ!"
2464,"Có thể hướng dẫn cho mình để làm tại nhà hay mang máy ra cửa hàng, không up ảnh lên được nên viết dòng chữ nó hiện : ""THIS APPLE ID HAS NOT YET BEEN USED WITH THE APP STORE"""
2466,Mình mới mua cũng bị vậy
2469,"macbook luôn trong tình trạng như vậy b ơi, 16gb ram cũng đầy mà 8gb cũng đầy nhưng có bao giờ bị giật lag đâu"
2470,"Bạn mua được giãn nhiều vạy ạ , chìa sẻ cách mua giãn giá với nhe"
2471,"Không giới thiệu gói bảo hành của Apple như Apple Care và Apple Care+ nên KH bị mất quyền lợi mua gói bảo hành. MacBook Air M1 bị nứt màn hình không rõ nguyên nhân và mang đi bảo hành mới biết đến các gói bảo hành nhưng quá thời hạn mua Apple Care+. Cho những ai đang có ý định mua MacBook Air M1 thì dòng này bị lỗi màn hình không rõ nguyên nhân và rất nhiều KH đã phản ánh về tình trạng này. Ai xưa thì gặp phải. Mình bị nứt màn hình gửi về TTBH và TTBH sẽ không đồng ý bảo hành, chấp nhận mất chi phí sửa chữa màn hình."
2472,"Mình mua máy được chưa đầy 1 tuần, mọi thứ đều ok tuy nhiên một số lúc mình bấm nút delete nó lại copy cái chữ mình delete rồi paste ra dài hơn chứ không xoá thì bị lỗi gì ạ và khắc phục ntn ạ"
